Finished step 220 of 5004 in epoch 0,loss=5.400, acc=0.008 (586.169 img/s).
Finished step 221 of 5004 in epoch 0,loss=5.345, acc=0.000 (701.144 img/s).
Finished step 222 of 5004 in epoch 0,loss=5.383, acc=0.004 (661.614 img/s).
Finished step 223 of 5004 in epoch 0,loss=5.392, acc=0.004 (732.987 img/s).
Finished step 224 of 5004 in epoch 0,loss=5.423, acc=0.004 (681.278 img/s).
Finished step 225 of 5004 in epoch 0,loss=5.382, acc=0.004 (789.248 img/s).
Finished step 226 of 5004 in epoch 0,loss=5.443, acc=0.000 (669.199 img/s).
Finished step 227 of 5004 in epoch 0,loss=5.533, acc=0.016 (805.213 img/s).
Finished step 228 of 5004 in epoch 0,loss=5.454, acc=0.004 (745.198 img/s).
Finished step 229 of 5004 in epoch 0,loss=5.504, acc=0.016 (664.482 img/s).
Finished step 230 of 5004 in epoch 0,loss=5.413, acc=0.008 (586.637 img/s).
Finished step 231 of 5004 in epoch 0,loss=5.427, acc=0.008 (705.131 img/s).
Finished step 232 of 5004 in epoch 0,loss=5.390, acc=0.000 (766.490 img/s).
Finished step 233 of 5004 in epoch 0,loss=5.363, acc=0.008 (675.722 img/s).
Finished step 234 of 5004 in epoch 0,loss=5.445, acc=0.008 (678.773 img/s).
Finished step 235 of 5004 in epoch 0,loss=5.451, acc=0.016 (750.190 img/s).
Finished step 236 of 5004 in epoch 0,loss=5.378, acc=0.000 (747.528 img/s).
Finished step 237 of 5004 in epoch 0,loss=5.397, acc=0.000 (795.413 img/s).
Finished step 238 of 5004 in epoch 0,loss=5.401, acc=0.004 (738.108 img/s).
Finished step 239 of 5004 in epoch 0,loss=5.512, acc=0.008 (634.429 img/s).
Finished step 240 of 5004 in epoch 0,loss=5.391, acc=0.008 (671.598 img/s).
Finished step 241 of 5004 in epoch 0,loss=5.400, acc=0.004 (740.333 img/s).
Finished step 242 of 5004 in epoch 0,loss=5.353, acc=0.008 (775.085 img/s).
Finished step 243 of 5004 in epoch 0,loss=5.360, acc=0.016 (686.683 img/s).
Finished step 244 of 5004 in epoch 0,loss=5.414, acc=0.012 (701.102 img/s).
Finished step 245 of 5004 in epoch 0,loss=5.393, acc=0.012 (729.443 img/s).
Finished step 246 of 5004 in epoch 0,loss=5.376, acc=0.012 (778.128 img/s).
Finished step 247 of 5004 in epoch 0,loss=5.362, acc=0.000 (667.548 img/s).
Finished step 248 of 5004 in epoch 0,loss=5.383, acc=0.008 (731.720 img/s).
Finished step 249 of 5004 in epoch 0,loss=5.378, acc=0.004 (772.461 img/s).
Finished step 250 of 5004 in epoch 0,loss=5.475, acc=0.008 (669.196 img/s).
Finished step 251 of 5004 in epoch 0,loss=5.355, acc=0.004 (772.866 img/s).
Finished step 252 of 5004 in epoch 0,loss=5.377, acc=0.008 (820.181 img/s).
Finished step 253 of 5004 in epoch 0,loss=5.421, acc=0.004 (764.230 img/s).
Finished step 254 of 5004 in epoch 0,loss=5.499, acc=0.012 (796.950 img/s).
Finished step 255 of 5004 in epoch 0,loss=5.425, acc=0.004 (694.898 img/s).
Finished step 256 of 5004 in epoch 0,loss=5.398, acc=0.008 (823.738 img/s).
Finished step 257 of 5004 in epoch 0,loss=5.401, acc=0.008 (645.133 img/s).
Finished step 258 of 5004 in epoch 0,loss=5.456, acc=0.000 (745.651 img/s).
Finished step 259 of 5004 in epoch 0,loss=5.436, acc=0.008 (671.092 img/s).
Finished step 260 of 5004 in epoch 0,loss=5.392, acc=0.016 (680.396 img/s).
Finished step 261 of 5004 in epoch 0,loss=5.414, acc=0.008 (756.866 img/s).
Finished step 262 of 5004 in epoch 0,loss=5.490, acc=0.016 (770.485 img/s).
Finished step 263 of 5004 in epoch 0,loss=5.364, acc=0.004 (686.804 img/s).
Finished step 264 of 5004 in epoch 0,loss=5.472, acc=0.004 (280.021 img/s).
Finished step 265 of 5004 in epoch 0,loss=5.464, acc=0.004 (621.974 img/s).
Finished step 266 of 5004 in epoch 0,loss=5.383, acc=0.012 (588.286 img/s).
Finished step 267 of 5004 in epoch 0,loss=5.371, acc=0.004 (710.376 img/s).
Finished step 268 of 5004 in epoch 0,loss=5.400, acc=0.020 (697.124 img/s).
Finished step 269 of 5004 in epoch 0,loss=5.379, acc=0.012 (739.938 img/s).
Finished step 270 of 5004 in epoch 0,loss=5.420, acc=0.008 (708.199 img/s).
Finished step 271 of 5004 in epoch 0,loss=5.387, acc=0.008 (734.428 img/s).
Finished step 272 of 5004 in epoch 0,loss=5.527, acc=0.004 (745.435 img/s).
Finished step 273 of 5004 in epoch 0,loss=5.388, acc=0.000 (290.685 img/s).
Finished step 274 of 5004 in epoch 0,loss=5.385, acc=0.008 (656.388 img/s).
Finished step 275 of 5004 in epoch 0,loss=5.457, acc=0.004 (734.788 img/s).
Finished step 276 of 5004 in epoch 0,loss=5.457, acc=0.008 (776.934 img/s).
Finished step 277 of 5004 in epoch 0,loss=5.463, acc=0.000 (702.509 img/s).
Finished step 278 of 5004 in epoch 0,loss=5.508, acc=0.008 (786.476 img/s).
Finished step 279 of 5004 in epoch 0,loss=5.485, acc=0.008 (716.492 img/s).
Finished step 280 of 5004 in epoch 0,loss=5.477, acc=0.008 (722.863 img/s).
Finished step 281 of 5004 in epoch 0,loss=5.449, acc=0.008 (684.381 img/s).
Finished step 282 of 5004 in epoch 0,loss=5.451, acc=0.016 (693.316 img/s).
Finished step 283 of 5004 in epoch 0,loss=5.560, acc=0.004 (742.172 img/s).
Finished step 284 of 5004 in epoch 0,loss=5.485, acc=0.000 (821.037 img/s).
Finished step 285 of 5004 in epoch 0,loss=5.429, acc=0.012 (697.700 img/s).
Finished step 286 of 5004 in epoch 0,loss=5.457, acc=0.004 (721.890 img/s).
Finished step 287 of 5004 in epoch 0,loss=5.431, acc=0.012 (785.492 img/s).
Finished step 288 of 5004 in epoch 0,loss=5.463, acc=0.008 (661.325 img/s).
Finished step 289 of 5004 in epoch 0,loss=5.392, acc=0.023 (750.357 img/s).
Finished step 290 of 5004 in epoch 0,loss=5.587, acc=0.000 (750.904 img/s).
Finished step 291 of 5004 in epoch 0,loss=5.383, acc=0.020 (749.638 img/s).
Finished step 292 of 5004 in epoch 0,loss=5.456, acc=0.008 (726.904 img/s).
Finished step 293 of 5004 in epoch 0,loss=5.399, acc=0.012 (728.648 img/s).
Finished step 294 of 5004 in epoch 0,loss=5.485, acc=0.008 (639.882 img/s).
Finished step 295 of 5004 in epoch 0,loss=5.568, acc=0.008 (661.756 img/s).
Finished step 296 of 5004 in epoch 0,loss=5.521, acc=0.012 (751.178 img/s).
